id_seller;id_item;count;price
12;35;8;1
13;22;19;437
13;8;1;5
13;21;18;418
13;0;9;2
13;28;16;20
13;6;3;1
13;37;4;1
13;45;21;23
13;23;7;2
13;7;5;4
13;5;15;272
13;10;26;2
13;27;13;302
13;40;16;23
13;42;18;1
13;3;22;26
13;25;10;37
13;14;13;3
13;38;10;1
13;19;5;4
13;2;27;33
13;44;18;4
13;9;1;39
13;31;14;48
13;17;18;399
14;28;27;45
14;39;18;1
14;43;18;2
14;31;21;25
14;25;2;24
14;12;15;1
14;17;17;310
14;2;20;29
14;20;2;4
14;3;10;46
14;18;8;4
14;30;5;440
14;11;24;4
14;40;21;20
14;4;13;4
14;7;16;4
14;21;24;232
14;22;28;242
15;33;30;4
15;42;23;1
15;29;23;5
15;34;14;4
15;44;6;3
15;18;16;3
15;48;7;1
15;47;9;252
15;7;23;5
15;6;16;5
15;27;17;325
15;21;15;300
15;26;6;5
15;40;7;27
15;13;12;4
15;5;20;470
15;24;1;2
15;14;24;2
15;9;10;33
15;31;5;34
15;19;4;1
15;22;8;261
15;15;23;40
15;4;1;4
15;43;26;5
15;35;18;1
16;34;28;1
16;14;27;2
16;27;18;218
16;42;4;2
16;20;18;2
16;7;29;2
16;32;18;22
16;12;11;5
16;41;30;1
16;8;20;2
16;19;25;1
16;1;24;1
16;43;26;2
16;49;24;25
16;6;3;2
16;2;17;37
16;48;23;2
16;10;23;4
16;17;17;263
16;45;30;41
16;36;4;5
16;46;28;2
16;37;21;5
16;23;4;3
16;18;26;2
16;33;8;5
16;5;15;401
16;22;5;456
16;47;21;260
16;35;24;1
16;16;13;3
16;21;2;360
16;25;9;23
16;24;8;2
16;3;22;28
16;39;9;4
16;29;8;3
17;30;10;383
17;22;12;207
17;19;5;1
17;6;6;5
17;4;19;2
17;44;10;4
17;43;8;2
17;36;8;1
17;9;19;50
17;47;11;375
17;11;5;3
17;7;17;5
17;2;15;33
17;37;27;2
17;31;23;40
17;41;29;4
17;35;24;2
17;49;11;34
17;15;22;48
17;5;12;310
17;33;2;4
17;12;11;1
17;48;23;5
17;26;26;1
17;28;19;49
17;46;23;5
17;29;26;3
17;20;29;4
17;24;17;2
17;45;2;26
17;38;22;3
17;16;3;4
17;17;6;268
17;40;26;23
17;42;25;5
17;14;7;2
18;45;16;29
18;29;20;2
18;10;14;1
18;2;18;45
18;43;21;1
18;36;20;4
18;42;24;2
18;31;10;35
18;19;8;2
18;11;18;5
18;17;9;327
18;18;10;1
18;16;13;2
18;7;14;3
18;28;5;40
18;22;8;327
18;14;8;4
18;1;21;5
18;26;22;2
18;20;22;4
18;33;22;3
18;5;12;277
18;13;16;1
18;21;7;373
18;47;26;219
18;8;18;4
18;12;4;2
18;39;28;4
18;37;27;5
18;46;6;5
18;25;1;29
18;44;8;3
18;23;12;2
18;6;27;2
18;0;13;3
18;27;14;240
19;28;30;31
19;7;1;1
19;48;5;1
19;33;16;3
19;30;28;201
19;11;2;5
19;34;1;5
19;31;23;20
19;17;5;400
19;47;7;345
19;2;17;39
19;40;30;46
19;10;3;2
19;15;15;44
19;3;1;34
19;27;11;301
19;4;14;5
19;0;7;1
19;44;19;1
19;36;6;5
19;32;12;27
19;26;14;1
19;16;15;1
19;21;12;395
20;42;23;5
20;24;29;1
20;41;10;5
20;22;21;281
20;12;18;5
20;44;27;2
20;29;27;3
20;20;19;2
20;46;9;4
20;21;6;408
21;24;13;5
21;34;25;2
21;19;22;3
21;11;21;2
21;0;19;4
21;7;1;4
21;13;11;5
21;15;18;30
21;28;25;21
21;2;8;34
21;39;25;4
21;14;25;3
21;32;20;36
21;16;29;1
21;5;13;432
21;18;23;4
21;3;19;20
21;36;22;1
21;48;27;3
21;30;28;208
21;35;1;2
21;46;7;5
21;10;8;2
21;38;3;3
21;41;23;3
21;43;1;2
21;40;3;50
21;33;9;2
21;20;9;5
21;27;2;495
21;47;8;216
21;45;19;43
21;37;14;2
21;21;17;265
21;49;21;24
21;4;26;4
21;1;12;3
21;26;5;2
21;12;6;1
21;44;16;1
21;31;21;33
21;29;11;1
21;9;11;42
21;25;25;50
21;8;13;5
21;6;30;2
21;22;14;332
22;1;23;5
22;38;26;3
22;42;21;1
22;36;12;5
22;11;15;5
22;46;6;3
22;26;16;3
22;12;23;1
22;16;28;1
22;49;24;46
22;9;13;22
22;47;18;267
22;0;27;2
22;45;12;49
22;17;10;241
22;21;9;276
22;3;17;45
22;37;17;2
22;31;2;38
22;4;5;3
22;44;13;3
22;30;16;465
22;13;7;3
22;32;14;20
22;34;21;4
22;23;25;3
22;35;17;3
22;19;10;3
22;14;20;3
22;18;12;5
22;15;21;48
23;40;18;31
23;17;24;386
23;22;29;367
23;9;2;29
23;6;10;2
23;11;12;5
23;33;1;4
23;7;13;2
23;10;2;1
23;29;15;4
23;49;17;33
23;2;8;21
23;1;23;3
23;27;17;204
23;5;25;366
23;0;17;2
23;38;29;5
23;44;11;1
23;47;27;254
23;42;17;1
23;28;16;22
23;25;17;49
23;4;11;5
23;18;4;2
23;48;7;2
23;41;4;1
23;16;28;3
23;8;24;3
23;21;13;243
23;36;12;1
23;34;18;1
23;23;3;1
23;43;5;5
24;11;16;2
24;27;23;464
24;45;20;22
24;26;3;2
24;8;22;5
24;20;8;1
24;34;7;4
24;46;27;4
24;19;18;4
24;0;3;3
24;6;22;1
24;5;2;351
24;35;16;5
24;3;27;35
24;49;8;26
24;17;21;256
24;37;14;3
24;12;11;1
24;18;20;2
24;43;16;4
24;38;15;4
24;30;12;350
24;23;27;1
24;36;24;3
24;40;21;37
24;47;15;489
24;39;2;3
24;21;8;301
24;25;25;38
24;7;24;1
24;13;3;3
24;14;16;3
24;32;28;20
24;48;29;5
24;28;24;44
24;41;30;1
24;1;2;3
24;44;18;1
24;29;22;4
24;10;6;4
24;24;17;2
24;2;3;24
24;33;15;3
24;22;9;342
24;16;21;1
25;26;10;2
25;40;24;26
25;0;22;4
25;11;6;2
25;9;5;44
25;43;18;3
25;19;13;5
25;20;28;1
25;18;29;2
25;49;22;35
25;48;26;2
25;15;27;23
25;42;11;2
25;8;8;1
25;36;21;2
25;32;4;48
25;3;22;35
25;35;13;5
25;44;17;2
25;13;18;3
25;46;3;3
26;32;5;22
26;46;19;3
26;9;19;41
26;4;19;1
26;10;3;3
26;17;29;350
26;12;25;4
26;16;17;1
26;2;26;38
26;26;23;2
26;23;28;5
26;13;27;5
26;1;14;3
26;41;5;3
26;38;4;3
26;43;27;1
26;15;10;21
26;25;17;39
26;18;21;5
26;6;11;1
26;30;27;391
26;19;28;3
26;36;8;2
26;28;23;27
26;37;1;5
26;34;24;3
26;45;25;38
26;21;8;203
26;40;24;43
26;7;19;4
26;33;7;2
26;0;2;1
26;31;28;27
26;48;4;2
26;14;19;1
26;42;2;4
26;27;28;291
26;5;9;429
26;22;6;358
26;44;28;5
26;47;29;209
26;49;20;26
26;20;18;3
26;3;21;24
26;24;11;4
26;8;12;5
26;35;6;2
26;39;23;2
26;29;15;2
26;11;25;5
27;32;23;21
27;43;20;1
27;16;3;2
27;18;23;3
27;23;27;4
27;1;22;5
27;6;19;1
27;21;28;417
27;7;14;1
27;47;6;419
27;19;10;3
27;49;5;46
27;14;8;1
28;46;13;1
28;14;25;1
28;19;25;1
28;30;6;471
28;34;8;3
28;27;3;409
28;8;17;2
28;47;11;363
28;22;26;440
28;28;16;38
28;37;4;2
28;42;1;1
28;21;13;424
28;7;10;4
28;39;25;1
28;11;24;3
28;43;24;3
28;29;14;4
28;3;16;26
28;33;2;5
28;20;22;2
29;14;21;4
29;4;5;5
29;0;22;3
29;26;9;1
29;17;16;496
29;5;26;380
29;43;26;3
29;13;8;1
29;42;24;4
29;9;25;27
29;47;8;303
29;41;4;2
29;3;29;37
29;39;25;2
29;19;23;3
29;28;13;47
29;38;10;5
29;11;17;4
29;8;1;4
29;18;2;2
29;37;19;5
29;16;28;1
29;2;16;45
29;33;12;5
29;12;6;3
29;24;4;1
29;35;18;2
29;49;15;27
29;21;19;250
29;32;29;48
29;34;18;5
29;15;27;21
29;25;1;40
29;23;16;4
29;29;29;3
29;48;3;4
29;40;24;29
29;36;3;2
29;30;7;290
